subj_idx,sot,duration,button,response,rt,stim_col,condition,trial
110174,302990.470643821,1,303594.717162232,0,0.604246518411499,0,Neutral,85
110174,304757.743841845,1,305419.738482003,0,0.661994640157616,0,Neutral,86
110174,311760.276433508,1,312687.067619115,1,0.926791185607086,1,Neutral,87
110174,315261.494741994,1,316049.974916221,1,0.788480174227443,1,Neutral,88
110174,318762.866415233,1,319460.781980446,1,0.697915565212956,1,Neutral,89
110174,320530.09120929,1,321496.140204147,1,0.966048994856887,1,Neutral,90
110174,322297.410667582,1,323103.018288355,1,0.80560762077308,1,Angry,91
110174,329299.949526144,1,329989.784106778,1,0.68983458063443,1,Angry,92
110174,334551.896927929,1,335315.123334399,1,0.763226406470174,1,Angry,93
110174,336319.417065132,1,336955.482159252,1,0.636065094119927,1,Angry,94
110174,338086.475567897,1,338683.426047674,1,0.596950479776773,1,Angry,95
110174,341587.680749723,1,342151.645268742,1,0.563964519019355,1,Angry,96
110174,343355.00532116,1,344194.087209242,0,0.839081888082321,0,Neutral,97
110174,346856.310632453,1,347720.340898452,0,0.864030265998794,1,Neutral,98
110174,350357.509245028,1,350838.467712663,0,0.480958467635268,0,Neutral,99
110174,353858.772600426,1,355079.904887763,0,1.2211322873371,1,Neutral,100
110174,359110.888994936,1,359783.784935287,0,0.672895940350543,0,Neutral,101
110174,362611.953665526,1,363407.396902667,0,0.795443237141124,1,Neutral,102
110174,364379.301313219,1,365227.095759177,0,0.847794445957523,0,Angry,103
110174,367880.623158356,1,368376.377368984,0,0.495754210628103,0,Angry,104
110174,373132.478632469,1,373802.535862276,1,0.670057229807368,1,Angry,105
110174,376633.726192929,1,377716.789082168,0,1.08306288923888,1,Angry,106
110174,380134.957145338,1,380716.28858009,0,0.581331434751512,0,Angry,107
110174,383636.271250498,1,384389.847965833,1,0.753576715335075,1,Angry,108
110174,385403.525649406,1,386368.333686999,0,0.964808037592738,0,Neutral,109
110174,388904.794178735,1,389733.333555953,0,0.828539377217763,0,Neutral,110
110174,390672.102607096,1,391316.03483641,0,0.643932229313941,0,Neutral,111
110174,392423.460670543,1,393172.398214307,1,0.748937543764128,1,Neutral,112
110174,397674.588231951,1,398491.714607239,1,0.817126375287655,1,Neutral,113
110174,404677.135984638,1,405233.03449064,1,0.555898506001628,1,Neutral,114
110174,406444.45651103,1,407558.124968521,1,1.11366845749109,1,Neutral,115
110174,408211.74940694,1,408847.574335595,1,0.635824928655173,1,Neutral,116
110174,415214.263474997,1,415837.069672821,1,0.622806197823549,1,Neutral,117
110174,416965.645076121,1,417639.09863389,0,0.673453557768604,0,Neutral,118
110174,423967.435675575,1,424593.58330669,1,0.62614763111464,1,Neutral,119
110174,425734.74654841,1,426464.280386585,0,0.729533838174539,0,Neutral,120
110174,427502.057533738,1,428576.756651154,1,1.07469911741605,1,Angry,121
110174,429269.369811365,1,429915.565183325,0,0.646195371960173,0,Angry,122
110174,432770.584325846,1,433360.485148828,0,0.589900822981901,0,Angry,123
110174,436271.949303524,1,437169.186850446,0,0.897237546921824,1,Angry,124
110174,443274.377638969,1,443845.195707863,0,0.570818068893626,0,Angry,125
110174,445025.60382282,1,445935.573881672,0,0.909970058852108,1,Angry,126
110174,450276.938774092,1,451234.072172948,0,0.957133398856153,0,Angry,127
110174,457279.484713456,1,457858.039810615,1,0.578555097159231,1,Angry,128
110174,459030.851144872,1,459830.504387263,1,0.799653242390894,1,Angry,129
110174,462531.344283532,1,463347.41762326,1,0.816073339727707,1,Angry,130
110174,464282.646939573,1,464866.241586835,0,0.583594647262478,0,Angry,131
110174,466049.400543129,1,466823.726239111,1,0.774325695982203,1,Angry,132
110174,469550.552518088,1,470201.636960375,1,0.651084442286636,1,Neutral,133
110174,474802.520034182,1,475380.795461955,0,0.578275427773013,0,Neutral,134
110174,476569.786529542,1,477253.778583523,0,0.683992053981288,0,Neutral,135
110174,483572.250848441,1,484637.616473848,1,1.06536562540708,1,Neutral,136
110174,487073.565254769,1,487906.224603804,0,0.832659349035122,0,Neutral,137
110174,488824.856483006,1,489438.705637723,1,0.613849154716649,1,Neutral,138
110174,490591.446962467,1,491577.307046857,0,0.98586008439021,0,Angry,139
110174,495843.3691664,1,496378.890603007,0,0.535521436606708,0,Angry,140
110174,499344.696090737,1,499948.22238274,1,0.603526292002643,1,Angry,141
110174,502845.909766447,1,503834.563962471,1,0.98865419602365,1,Angry,142
110174,504597.083640619,1,505209.779774775,0,0.612696134155907,0,Angry,143
110174,506363.828386363,1,506955.830208765,0,0.592001822401653,0,Angry,144
110174,511615.75196667,1,512238.436345013,1,0.622684378342761,1,Neutral,145
110174,516867.714795912,1,517480.091439804,0,0.612376643891621,0,Neutral,146
110174,520368.962681619,1,521478.172758707,0,1.10921007708798,1,Neutral,147
110174,522120.233844885,1,522954.007740372,0,0.833773895487248,0,Neutral,148
110174,529122.074397171,1,529795.644712194,1,0.673570315022487,1,Neutral,149
110174,530873.252406383,1,531672.809105693,0,0.799556699309731,0,Neutral,150
110174,534374.003660592,1,534900.993349832,0,0.526989689240465,0,Angry,151
110174,537875.293902829,1,538551.288687058,0,0.675994784228737,0,Angry,152
110174,541376.443131752,1,542055.243519757,1,0.678800388005329,1,Angry,153
110174,546628.359130363,1,547256.17269792,0,0.627813567557489,0,Angry,154
110174,548379.667938835,1,549114.967506621,1,0.735299567786511,1,Angry,155
110174,550146.307267503,1,550989.034270783,0,0.842727003280073,0,Angry,156
110174,555398.233731601,1,556302.575491717,1,0.904341760115582,1,Neutral,157
110174,558899.426224506,1,559414.501768325,0,0.515075543819345,0,Neutral,158
110174,560666.793433117,1,561360.478097628,0,0.693684664511471,0,Neutral,159
110174,564168.00679937,1,564680.419522631,0,0.512412723261048,0,Neutral,160
110174,565919.206758714,1,566834.242564546,1,0.915035805831547,1,Neutral,161
110174,567685.953410934,1,568416.198003134,1,0.730244592199684,1,Neutral,162
110174,578173.067943966,1,579118.568906677,1,0.945500962711289,1,Angry,163
110174,581674.37640351,1,583033.565883551,1,1.35918948004115,1,Angry,164
110174,583425.645241901,1,584044.459176149,0,0.61881393424829,0,Angry,165
110174,585192.314636447,1,585828.070223843,0,0.635755587395863,0,Angry,166
110174,590444.180651439,1,591187.888481017,1,0.743707829577615,1,Angry,167
110174,592195.451295654,1,592953.687147667,1,0.758235852013226,1,Angry,168
110174,599197.37104051,1,600044.557988846,0,0.84718694833573,0,Neutral,169
110174,600964.661295772,1,602195.179420715,0,1.23051812494325,0,Neutral,170
110174,604465.968799315,1,605438.941382373,1,0.972972583058057,1,Neutral,171
110174,606217.250582403,1,606935.811037826,0,0.718560455422848,0,Neutral,172
110174,607983.867420968,1,608632.885670641,1,0.64901824967342,1,Neutral,173
110174,613235.733078347,1,614004.011166503,0,0.768278088155785,1,Neutral,174
110174,616736.97505082,1,617323.299975923,1,0.586324925102759,1,Angry,175
110174,618504.313882935,1,619091.002502496,0,0.586688619561261,0,Angry,176
110174,622005.554210233,1,622810.07144154,0,0.804517231307342,0,Angry,177
110174,623756.840044682,1,624336.80077088,0,0.579960726197576,0,Angry,178
110174,627257.433214524,1,628115.647090354,0,0.858213875830406,1,Angry,179
110174,630758.698738094,1,631365.815837172,0,0.607117099077557,0,Angry,180
110174,641245.945483467,1,642684.687847892,0,1.4387423644251,0,Neutral,181
110174,644747.084635697,1,645315.754273387,1,0.568669637690531,1,Neutral,182
110174,648248.347891232,1,648953.23902671,1,0.704891135478276,1,Neutral,183
110174,653500.251498932,1,653999.800107757,0,0.499548608825076,0,Neutral,184
110174,655251.467017569,1,655802.668603141,1,0.551201585572329,1,Neutral,185
110174,657018.185323292,1,657575.625056543,0,0.557439733251231,0,Neutral,186
110174,658785.481712039,1,659811.194707259,1,1.02571299522009,1,Angry,187
110174,664037.485171721,1,664579.780621045,0,0.542295449324418,0,Angry,188
110174,665788.747479149,1,666415.935161656,1,0.627187682506512,1,Angry,189
110174,672790.651149609,1,673695.00641097,0,0.904355261360877,0,Angry,190
110174,676291.834195392,1,676917.750088219,0,0.625915892826859,0,Angry,191
110174,678043.013206788,1,679182.757063633,1,1.13974385684461,1,Angry,192
110174,679809.746073172,1,680411.432224972,0,0.601686151799629,0,Neutral,193
110174,681560.943333057,1,682536.024001074,1,0.97508066801657,1,Neutral,194
110174,686812.274235337,1,687409.892207131,1,0.597617971793632,1,Neutral,195
110174,690313.53906855,1,691161.237657442,0,0.847698588891886,0,Neutral,196
110174,693814.827184849,1,694495.856630234,0,0.681029445385211,0,Neutral,197
110174,699066.719383691,1,699638.969106403,0,0.572249722712324,0,Neutral,198
110174,702567.970029248,1,703258.076442192,1,0.690106412943569,1,Angry,199
110174,707819.860502394,1,709004.321212014,0,1.18446070961957,1,Angry,200
110174,709571.140508473,1,710432.841758537,1,0.861701250064187,1,Angry,201
110174,714822.367028621,1,715713.766562857,1,0.891399534235592,1,Angry,202
110174,716573.635475849,1,717157.251035931,0,0.583615560081671,1,Angry,203
110174,718340.319906689,1,719213.755441746,1,0.873435535056633,1,Angry,204
110174,725342.84601357,1,726025.236575132,1,0.682390561561799,1,Neutral,205
110174,728844.152270206,1,729539.475386722,1,0.695323116516112,1,Neutral,206
110174,732345.510464699,1,732945.854707181,1,0.600344242481631,1,Neutral,207
110174,734112.713689919,1,734628.295505374,0,0.515581815454643,0,Neutral,208
110174,735864.00889452,1,736638.146798265,0,0.774137903744704,0,Neutral,209
110174,739364.566181561,1,740381.809420281,0,1.01724323872,0,Neutral,210
110174,744616.552878858,1,745244.455354119,0,0.627902475261129,0,Neutral,211
110174,746367.781422318,1,747149.473496825,0,0.781692074506544,0,Neutral,212
110174,748134.388900204,1,749216.052168765,0,1.08166326856054,1,Neutral,213
110174,753386.281483894,1,754144.696827671,1,0.758415343777509,1,Neutral,214
110174,760388.84643039,1,760977.079483081,0,0.588233052690513,0,Neutral,216
110187,6034.50776408548,1,6788.61360353035,1,0.754105839444869,1,Neutral,1
110187,7818.49429120649,1,8408.60449543312,0,0.59011020422663,0,Neutral,2
110187,11319.7240220884,1,12044.0184561825,1,0.724294434094085,1,Neutral,3
110187,18322.3032702312,1,19387.1417812004,1,1.06483851096919,1,Neutral,4
110187,20106.2588882398,1,20838.6228201748,0,0.732363931934982,0,Neutral,5
110187,25358.2150556946,1,25972.1155305393,0,0.613900474844679,0,Neutral,6
110187,28876.1584339204,1,29513.8780272828,0,0.637719593362439,0,Angry,7
110187,32410.7437082093,1,33020.5312900144,0,0.609787581805122,0,Angry,8
110187,34178.0470542262,1,34761.6061804804,0,0.583559126254215,0,Angry,9
110187,35945.3594574219,1,36624.5839259353,0,0.679224468513414,0,Angry,10
110187,39463.3076886945,1,40021.525424913,0,0.558217736218452,1,Angry,11
110187,42981.2823249627,1,44191.6171476953,0,1.21033482273255,1,Angry,12
110187,53485.0798342978,1,54203.8745857444,1,0.718794751446636,1,Neutral,13
110187,57003.0249540155,1,57749.5588053492,0,0.746533851333748,0,Neutral,14
110187,60520.9671082235,1,61180.7164107584,1,0.659749302534874,1,Neutral,15
110187,62288.286610801,1,63067.1893671105,1,0.778902756309551,1,Neutral,16
110187,65789.5548305479,1,66502.2398068254,0,0.712684976277495,0,Neutral,17
110187,67556.9146061118,1,68221.1777553228,1,0.664263149210965,1,Neutral,18
110187,69324.1724744026,1,70069.9555828788,1,0.745783108476156,1,Angry,19
110187,74576.0851898195,1,75659.8881008582,1,1.08380291103866,1,Angry,20
110187,78094.032011952,1,78721.4504969488,0,0.627418484996815,1,Angry,21
110187,81595.3405453412,1,82316.7434362493,0,0.721402890908081,0,Angry,22
110187,86863.9590074444,1,87498.4040288775,0,0.634445021433145,0,Angry,23
110187,88631.2000339457,1,89357.4372794518,0,0.726237245506141,0,Angry,24
110187,92149.1554186764,1,93376.5339192251,1,1.22737850054866,1,Neutral,25
110187,93916.5357246611,1,94612.2869044705,1,0.695751179809435,1,Neutral,26
110187,99185.0674749157,1,99809.7187269584,0,0.624651252042662,0,Neutral,27
110187,100952.351117839,1,101593.097724456,0,0.640746606617031,0,Neutral,28
110187,102719.666716664,1,103354.384315521,0,0.634717598856892,0,Neutral,29
110187,106220.944018062,1,106921.4493574,0,0.700505339338299,0,Neutral,30
110187,111489.533432144,1,112270.812828306,1,0.781279396161772,1,Angry,31
110187,113256.834102374,1,114081.270729358,1,0.824436626984447,1,Angry,32
110187,115024.136589092,1,115600.486262266,0,0.576349673174234,0,Angry,33
110187,120276.057252532,1,121226.964700054,1,0.950907447522361,1,Angry,34
110187,123777.325751344,1,124460.196297159,1,0.682870545814818,1,Angry,35
110187,127278.687543912,1,128130.865154374,1,0.852177610461586,1,Angry,36
110187,134281.148299164,1,135157.280022578,1,0.876131723413826,1,Neutral,37
110187,136048.463581031,1,136927.339532497,0,0.878875951465569,0,Neutral,38
110187,137815.773045558,1,138847.503462063,0,1.03173041650548,0,Neutral,39
110187,143084.351793595,1,144041.109284536,1,0.956757490941236,1,Neutral,40
110187,146585.626414074,1,147297.639558154,0,0.712013144079625,0,Neutral,41
110187,150086.920807512,1,150807.010014367,1,0.720089206855453,1,Neutral,42
110187,155355.543148106,1,155945.440428505,0,0.589897280399135,0,Angry,43
110187,160624.088732011,1,161202.894267129,0,0.578805535118008,0,Angry,44
110187,162391.38518903,1,163748.571412614,0,1.35718622358356,1,Angry,45
110187,164158.698090359,1,164762.018083175,0,0.603319992816163,0,Angry,46
110187,167659.968381581,1,168177.322586897,0,0.517354205316049,0,Angry,47
110187,169411.244167265,1,170014.765694741,0,0.60352152747626,0,Angry,48
110187,179914.429994948,1,180851.901242965,1,0.937471248016547,1,Angry,49
110187,181681.731479873,1,182505.646328736,1,0.823914848862827,1,Angry,50
110187,183433.022871883,1,184851.369698752,0,1.41834682686918,1,Angry,51
110187,186950.646234794,1,187816.05784895,1,0.865411614156124,1,Angry,52
110187,188717.655411966,1,189497.307293582,0,0.779651881616446,0,Angry,53
110187,192218.904097164,1,192938.186630143,0,0.719282532978628,0,Angry,54
110187,199221.491375431,1,200304.144210289,0,1.08265283485825,0,Neutral,55
110187,200972.751503083,1,201502.46614393,0,0.529714640846913,0,Neutral,56
110187,202739.408969552,1,203370.460952216,1,0.631051982664038,1,Neutral,57
110187,206257.352429484,1,206958.491982901,1,0.701139553417073,1,Neutral,58
110187,209775.3007397,1,210352.625521619,0,0.577324781918782,0,Neutral,59
110187,215027.323495141,1,215876.500237225,1,0.849176742083946,1,Neutral,60
110187,216794.543732287,1,217399.406293764,0,0.604862561477203,0,Angry,61
110187,218545.914002589,1,219223.978199379,1,0.678064196790161,1,Angry,62
110187,225547.712308464,1,226256.468633411,1,0.708756324946909,1,Angry,63
110187,227298.982003268,1,228012.317958049,0,0.713335954781214,0,Angry,64
110187,230799.623684211,1,231631.478970262,1,0.831855286051461,1,Angry,65
110187,236051.5395771,1,236853.550575892,0,0.802010998792161,0,Angry,66
110187,237818.998772825,1,238376.562331752,0,0.55756355892733,0,Angry,67
110187,239586.158793902,1,240353.051413876,0,0.766892619974271,1,Angry,68
110187,243087.425468727,1,243893.476161456,0,0.806050692728517,0,Angry,69
110187,250089.982337988,1,251075.149037285,0,0.98516669929662,0,Angry,70
110187,251857.297285136,1,252665.23292217,1,0.807935637033923,1,Angry,71
110187,257109.199558312,1,258098.537219455,1,0.989337661143247,1,Angry,72
110187,260610.485404546,1,261412.825724504,1,0.802340319957701,1,Neutral,73
110187,262361.784113821,1,263015.99925359,0,0.654215139769309,0,Neutral,74
110187,264128.421193151,1,264894.161262069,0,0.765740068917628,0,Neutral,75
110187,267629.699712646,1,268268.580805697,1,0.638881093050644,1,Neutral,76
110187,269397.009063099,1,270160.744211473,0,0.763735148374166,0,Neutral,77
110187,276399.605523276,1,277209.491861328,1,0.809886338051525,1,Neutral,78
110187,279900.839448028,1,280435.743579137,0,0.534904131109186,0,Angry,79
110187,281652.154114136,1,282404.825780553,0,0.752671666416689,0,Angry,80
110187,288654.026471703,1,289367.610460004,1,0.713583988300583,1,Angry,81
110187,290421.342638131,1,291634.446714375,0,1.21310407624359,1,Angry,82
110187,297423.900175649,1,298207.418349609,1,0.783518173959746,1,Angry,83
110187,299175.206357314,1,300248.972871488,0,1.07376651417429,1,Angry,84
110187,302675.820445557,1,303378.094310153,1,0.702273864596267,1,Neutral,85
110187,304443.116418258,1,305113.115649744,0,0.669999231485825,0,Neutral,86
110187,314946.941970665,1,315649.874784682,0,0.702932814017171,0,Neutral,88
110187,320215.520382797,1,321184.898881372,0,0.969378498575068,1,Neutral,90
110187,321982.838973972,1,322935.731318828,1,0.95289234485646,1,Angry,91
110187,328985.381883274,1,329725.974521405,1,0.740592638131231,1,Angry,92
110187,334237.296035856,1,334824.257977233,0,0.58696194137662,0,Angry,93
110187,335988.639276326,1,336602.982236941,0,0.614342960615177,0,Angry,94
110187,337755.253844939,1,338214.93371634,0,0.459679871401167,0,Angry,95
110187,341256.570913296,1,341719.17893,0,0.462608016704442,0,Angry,96
110187,343023.830909112,1,343625.832172601,0,0.602001263489423,0,Neutral,97
110187,346525.171915483,1,347333.236969993,0,0.808065054510429,0,Neutral,98
110187,350026.380925691,1,350978.917995943,0,0.952537070251768,1,Neutral,99
110187,353527.661325223,1,354616.551634129,1,1.08889030890563,1,Neutral,100
110187,358779.579014076,1,359558.843152053,1,0.779264137977327,1,Neutral,101
110187,362280.97640539,1,363168.612866199,0,0.887636460808571,0,Neutral,102
110187,364048.163509588,1,364565.743189551,0,0.517579679963354,0,Angry,103
110187,367549.436874077,1,368248.272625579,0,0.698835751501902,0,Angry,104
110187,372801.348983209,1,373927.487293267,0,1.12613831005816,1,Angry,105
110187,376302.694418305,1,376833.826176454,0,0.531131758148898,0,Angry,106
110187,379803.907158589,1,380476.193369936,1,0.672286211347324,1,Angry,107
110187,383305.172560846,1,384031.591446481,0,0.726418885634688,1,Angry,108
110187,385072.482813622,1,385991.564871361,0,0.919082057739259,0,Neutral,109
110187,388573.747836161,1,389214.422995429,0,0.640675159268314,0,Neutral,110
110187,390325.104093611,1,390971.126826553,1,0.646022732942307,1,Neutral,111
110187,392091.714209026,1,392806.135387967,0,0.714421178941033,0,Neutral,112
110187,397343.62509414,1,398207.993569269,0,0.864368475128897,1,Neutral,113
110187,404346.176511174,1,405068.947717351,1,0.722771206176491,1,Neutral,114
110187,406113.524493775,1,406673.271306434,0,0.559746812659374,0,Neutral,115
110187,407880.802755125,1,408630.331594341,0,0.749528839215927,0,Neutral,116
110187,414883.344808681,1,415555.712819623,1,0.672368010941544,1,Neutral,117
110187,416634.635316524,1,417524.886934469,1,0.89025161794544,1,Neutral,118
110187,423636.542148287,1,424354.340703622,0,0.717798555335379,0,Neutral,119
110187,425387.932167471,1,426443.840242594,1,1.05590807512257,1,Neutral,120
110187,427154.49107663,1,427797.167939892,0,0.642676863262081,0,Angry,121
110187,428905.791989216,1,429740.04383886,1,0.834251849644352,1,Angry,122
110187,432406.398105358,1,433124.188877661,0,0.717790772303473,0,Angry,123
110187,435907.704278733,1,436818.647113433,0,0.910942834700341,0,Angry,124
110187,442894.234193554,1,443510.126164219,0,0.615891970664612,0,Angry,125
110187,444660.868576571,1,445134.620453056,0,0.473751876485127,1,Angry,126
110187,449912.783983169,1,450677.539138964,1,0.764755155794846,1,Angry,127
110187,456915.330927664,1,457446.159887269,0,0.530828959604667,0,Angry,128
110187,458666.722114026,1,459270.962609238,1,0.604240495212027,1,Angry,129
110187,462167.248121147,1,463584.63051558,1,1.41738239443291,1,Angry,130
110187,463918.586177796,1,464523.208245245,1,0.604622067449265,1,Angry,131
110187,465685.195232607,1,466196.986014778,1,0.511790782171418,1,Angry,132
110187,469186.472067844,1,469768.072746757,1,0.581600678913412,1,Neutral,133
110187,474438.382096816,1,475517.689196198,1,1.07930709938187,1,Neutral,134
110187,476205.716590749,1,476943.255486173,0,0.737538895423641,1,Neutral,135
110187,483208.258615885,1,483823.996232031,0,0.615737616145518,0,Neutral,136
110187,486709.541710546,1,487481.282086948,0,0.771740376402217,0,Neutral,137
110187,488460.825222818,1,489017.619068389,0,0.556793845570879,0,Neutral,138
110187,490227.471302882,1,491069.715581458,0,0.842244278575527,0,Angry,139
110187,495479.390167597,1,496339.351019554,0,0.859960851957439,0,Angry,140
110187,498980.669061679,1,500046.967284268,1,1.06629822258884,1,Angry,141
110187,502481.943613477,1,503405.230729121,0,0.923287115644256,0,Angry,142
110187,504233.150526553,1,504720.116106037,0,0.486965579484182,0,Angry,143
110187,505999.895059326,1,506602.439142122,1,0.602544082795852,1,Angry,144
110187,511251.81012252,1,512081.618134488,1,0.829808011967863,1,Neutral,145
110187,516503.700414848,1,517212.146575435,0,0.708446160586667,0,Neutral,146
110187,520004.993595715,1,520541.87022491,0,0.536876629194885,0,Neutral,147
110187,521772.307181088,1,522252.45498804,0,0.480147806951776,0,Neutral,148
110187,528774.862578055,1,529514.527210613,1,0.739664632557775,1,Neutral,149
110187,530526.042073291,1,531199.540283644,0,0.673498210352729,0,Neutral,150
110187,534026.76753807,1,534782.354849099,1,0.755587311029201,1,Angry,151
110187,537528.056512438,1,538343.781275016,1,0.81572476257768,1,Angry,152
110187,541029.400368271,1,541790.076039882,0,0.760675671611098,0,Angry,153
110187,546281.246821738,1,546802.963560506,0,0.521716738768271,0,Angry,154
110187,548032.634782077,1,548823.185934651,1,0.790551152573898,1,Angry,155
110187,549799.174648899,1,550400.665358443,0,0.601490709543577,0,Angry,156
